song title,artist,top genre,year,added,bpm,energy,dance,dB,live,valence,dur,acous,spch,popularity,km cluster
Seeds Of Life,Aestivum,alternative,2021,2023‑09‑05,149,3,32,-28,11,49,127,99,4,49,1
Days from Before,Niall Byrne,alternative,2023,2023‑09‑05,99,3,43,-30,10,19,128,99,5,48,1
Sunday Morning,Hope Denison,background piano,2023,2023‑09‑05,92,3,37,-28,11,12,158,99,5,48,1
Kalopsia,Taganema,alternative,2023,2023‑09‑05,147,9,36,-27,11,19,179,99,4,48,1
Falke,Ludwig Bern,background piano,2022,2023‑09‑05,83,1,40,-33,10,12,149,100,4,48,1
Progression,Victor Kovacs,alternative,2021,2023‑09‑05,151,20,35,-26,11,28,141,100,3,48,1
Frühlingsbach,Pontiver Bogross,background piano,2021,2023‑09‑05,127,24,35,-21,11,25,171,99,4,48,1
Placid,Anoire,background piano,2021,2023‑09‑05,121,3,43,-26,12,32,153,99,5,48,1
Pulse of living light,Ennis Elder,background piano,2023,2023‑09‑05,106,2,47,-30,14,30,143,100,5,47,1
Vicino a te,Maura Bellucci,background piano,2023,2023‑09‑05,147,9,37,-27,11,59,146,99,6,47,1
Tomorrow,HILLEVI,alternative,2022,2023‑09‑05,115,6,36,-25,11,66,165,99,4,47,1
Training Wheels,Arelius,alternative,2022,2023‑09‑05,134,5,44,-27,11,7,183,99,4,47,1
Sonata del Giardino,Domani Fendi,alternative,2021,2023‑09‑05,78,4,35,-22,11,15,166,98,5,47,1
The Belfry,Jessy Ribordy,alternative,2021,2023‑09‑05,178,6,52,-32,10,30,148,100,7,47,1
Lady Ground,Luna Bauer,background piano,2021,2023‑09‑05,119,9,35,-27,11,45,174,99,4,47,1
Sun Crosses The Sky,Anon Berg,background piano,2021,2023‑09‑05,93,8,48,-26,10,24,155,99,3,47,1
Pour toujours,Bernadette Boulet,background piano,2021,2023‑09‑05,165,6,23,-29,10,31,145,99,5,47,1
Solace,Lucile Colbert,background piano,2023,2023‑09‑05,142,13,40,-27,11,44,124,98,5,46,1
To Be Loved,Day Blue,alternative,2022,2023‑09‑05,111,4,55,-27,11,24,152,99,3,46,1
Fristad,Domi Nova,background piano,2021,2023‑09‑05,109,21,41,-28,10,62,158,100,4,46,1
After The Rain,Dario Crisman,neo-classical,2021,2023‑09‑05,136,4,37,-23,14,8,149,99,4,46,1
Once Before,Franz Gordon,background music,2021,2023‑09‑05,142,3,36,-27,11,14,197,99,4,46,1
Onthou,Ever So Blue,background piano,2020,2023‑09‑05,138,5,31,-28,11,41,128,100,3,46,1
Nordic Dream,Anders Linros,alternative,2021,2023‑09‑05,115,4,39,-23,11,21,142,99,5,46,1
Presque l'amour,Roland Toubin,alternative,2020,2023‑09‑05,110,3,44,-26,10,20,143,99,4,46,1
Freedom,Ron Adelaar,alternative,2023,2023‑09‑05,81,6,52,-25,12,26,127,100,4,45,1
Spring,Anna Sofia Nord,alternative,2021,2023‑09‑05,78,3,49,-28,16,18,123,100,6,45,1
Con Le Zampe,Pied-à-Terre,background piano,2021,2023‑09‑05,205,7,23,-24,11,25,154,99,4,45,1
Blessed Days,Xie Qi,background piano,2021,2023‑09‑05,161,7,33,-21,11,7,127,97,4,45,1
Prozatím,Zuzana Kudová,background piano,2020,2023‑09‑05,102,7,37,-29,14,32,124,100,4,45,1
Prelude to Elegance,Paul Barber,alternative,2023,2023‑09‑05,106,2,44,-27,13,13,120,99,4,44,1
My Adored,Otis Son,alternative,2023,2023‑09‑05,108,2,46,-33,12,26,254,99,3,44,1
Secret Admirer,Carl Easterling,alternative,2023,2023‑09‑05,72,7,37,-30,11,83,128,99,4,44,1
Australia,Aquilegia,alternative,2023,2023‑09‑05,142,2,40,-26,9,45,143,99,4,44,1
Butterflies,Colias Fieldii,alternative,2022,2023‑09‑05,121,3,39,-30,11,37,127,99,7,44,1
Con el tiempo todo se consigue,Claribel Ramón,background piano,2020,2023‑09‑05,205,9,31,-24,9,21,156,100,7,44,1
Creeks,Lilly Eaton,background piano,2021,2023‑09‑05,124,5,49,-32,11,62,153,99,4,44,1
Lucie,Wings for Louise,neo-classical,2021,2023‑09‑05,83,2,19,-29,11,12,137,99,4,44,1
Island,Dean Caplan,alternative,2020,2023‑09‑05,203,7,29,-28,12,51,147,99,5,44,1
Something Like Love,James Keer,background piano,2020,2023‑09‑05,125,4,45,-31,10,16,162,100,6,44,1
Brothers,Christian Janssen,background piano,2023,2023‑09‑05,81,3,30,-24,10,21,163,99,4,43,1
Return of the swans,Genevieve Melton,background piano,2022,2023‑09‑05,136,21,37,-20,11,28,104,99,5,43,1
Sundara,Moldoveanu,background piano,2023,2023‑09‑05,112,2,40,-24,11,12,163,99,4,43,1
Vivendi,Alfred Mizzi,alternative,2022,2023‑09‑05,136,11,25,-28,10,33,133,95,3,43,1
Yamasá,Teide,background piano,2022,2023‑09‑05,104,7,43,-26,11,17,172,97,4,43,1
Dordogne Peace,Magnus Ludvigsson,alternative,2021,2023‑09‑05,103,18,36,-20,13,20,175,99,3,43,1
Yellow Man,Ramin Kuliev,alternative,2022,2023‑09‑05,115,1,65,-30,9,30,187,99,5,43,1
The River,Genevieve Melton,background piano,2021,2023‑09‑05,127,7,38,-26,10,19,118,99,4,43,1
Storytelling,Albin Svensson,alternative,2021,2023‑09‑05,103,4,40,-24,12,4,141,100,4,43,1
"Looking Forward, Looking Backward",Robin Bennich,background music,2019,2023‑09‑05,68,9,22,-24,13,17,178,99,4,43,1
Never Unsaid,Aleisha Millar,background piano,2020,2023‑09‑05,185,12,26,-26,8,41,138,100,6,43,1
Equus,S.A. Karl,background music,2020,2023‑09‑05,164,4,39,-22,11,26,134,99,5,43,1
schemering,Jaidy Thissen,background piano,2019,2023‑09‑05,103,10,30,-25,11,28,124,98,4,43,1
Nuove stelle,Carlo Boscoli,background piano,2023,2023‑09‑05,72,3,40,-26,10,29,101,99,4,42,1
Sous le Pluie,Agatha Messina,background piano,2023,2023‑09‑05,172,5,33,-27,9,45,102,100,4,42,1
Free,Kristoffer Wallin,neo-classical,2022,2023‑09‑05,138,5,36,-26,10,42,138,99,4,42,1
I Dare Not Dream,Mírabilis,background piano,2023,2023‑09‑05,59,2,44,-28,10,43,134,100,4,42,1
On a summer midnight,Qunfan Wen,background piano,2023,2023‑09‑05,88,4,35,-26,11,14,123,99,4,42,1
Up and Away,Gina Ordonieva,background piano,2022,2023‑09‑05,128,7,56,-26,11,16,135,99,3,42,1
Shu's Sonata,Mayumi Sasaki,background piano,2022,2023‑09‑05,74,2,20,-25,11,12,151,99,4,42,1
In Good And Bad Times,Leon den Engelsen,alternative,2021,2023‑09‑05,88,3,32,-28,9,18,179,99,4,42,1
Empty Pews,John Thomas Remington,background piano,2021,2023‑09‑05,185,5,42,-22,10,35,157,99,5,42,1
Bubbles,Michel Jean,alternative,2021,2023‑09‑05,98,4,30,-28,11,26,135,99,3,42,1
the time has come,Alfons Daiminger,alternative,2020,2023‑09‑05,135,1,38,-25,11,9,147,99,6,42,1
"Night Bird, Night Song",Camilla Turgot,alternative,2023,2023‑09‑05,181,3,26,-29,14,4,131,100,4,41,1
dans mes rêves,Kjøpmann,alternative,2023,2023‑09‑05,58,4,35,-27,9,22,145,100,5,41,1
Gratitude,Eadgar Évariste,alternative,2023,2023‑09‑05,73,4,54,-31,11,28,114,99,5,41,1
Infinity clouds,Liu Ju,alternative,2022,2023‑09‑05,74,4,41,-29,10,23,151,99,4,41,1
Kiriume,Arden Forest,focus,2020,2023‑09‑05,111,11,37,-22,10,50,144,99,4,41,1
Vejez,Miguel Pérez,alternative,2022,2023‑09‑05,113,17,32,-22,11,25,139,94,5,41,1
The Chapel,Edgar De Vries,background piano,2021,2023‑09‑05,71,3,60,-27,10,20,210,99,6,41,1
Starlight Canyon,Lok Hanzo,alternative,2022,2023‑09‑05,67,3,55,-31,10,35,98,100,6,41,1
Trei,Hiroko Murakami,japanese piano,2021,2023‑09‑05,113,2,36,-27,10,23,151,99,4,41,1
Le Lac des Buttes,Nicolas Dupain-Aignon,alternative,2023,2023‑09‑05,173,5,19,-28,11,30,134,100,4,40,1
Introspective,Phlox Sage,alternative,2023,2023‑09‑05,106,2,49,-27,9,41,131,100,5,40,1
Cascading Light,Winston Church,instrumental acoustic guitar,2023,2023‑09‑05,146,16,51,-23,10,37,164,98,3,40,1
Hands and Feet,Samuel Félix,background piano,2022,2023‑09‑05,178,11,47,-24,10,61,115,100,6,40,1
Simpler Times,Christopher J. Richardson,alternative,2021,2023‑09‑05,123,4,44,-28,8,28,141,100,6,40,1
Stirling,Tuga Topić,alternative,2020,2023‑09‑05,185,8,29,-26,9,28,120,100,6,40,1
Pour tous les cœurs du monde,Olivier Mournier,alternative,2020,2023‑09‑05,69,4,26,-24,11,28,129,100,4,40,1
Entre les Lignes,Lou Maxence,alternative,2022,2023‑09‑05,64,2,46,-28,9,20,123,99,3,39,1
A Thought Evoked,Chloé Czans,background piano,2021,2023‑09‑05,69,3,29,-26,12,27,174,99,5,39,1
Calas de Roche,Paco Ruiz,background piano,2021,2023‑09‑05,74,4,31,-23,11,7,146,99,3,39,1
Peace In Water,Carl Faber,alternative,2022,2023‑09‑05,113,12,48,-24,10,21,133,99,5,39,1
Roseraie,April Baxter,background piano,2021,2023‑09‑05,104,5,59,-24,9,17,167,100,4,39,1
Le Bonheur,Mauvais Roger,background piano,2021,2023‑09‑05,135,6,23,-30,11,13,180,99,4,39,1
Ballerina,Anne Straub,background piano,2020,2023‑09‑05,167,5,25,-23,11,11,158,97,4,39,1
Your Love,William Cas,background piano,2020,2023‑09‑05,157,5,43,-24,11,35,160,99,3,39,1
Felicity,Hugo Reilly,alternative,2020,2023‑09‑05,202,4,22,-30,10,45,122,100,8,39,1
Je rougis,Zdenek Lemelin,background piano,2022,2023‑09‑05,99,7,49,-24,11,51,127,99,5,38,1
New Dimensions,Etne Skiöld,background piano,2022,2023‑09‑05,177,2,35,-27,10,24,81,100,4,38,1
Singing Bird,Wyatt Elil,alternative,2023,2023‑09‑05,97,5,49,-24,11,19,151,99,5,38,1
Parallel,Kendra Logozar,instrumental worship,2022,2023‑09‑05,68,4,37,-24,10,7,137,99,4,38,1
Fleeting Glance,R Eugene,background piano,2021,2023‑09‑05,96,15,31,-23,11,30,159,99,4,38,1
Plane Of Incidence,Signe Bratlie,alternative,2021,2023‑09‑05,111,30,30,-23,12,49,141,98,3,38,1
Theme from Lazarus,Federico Montoya,background piano,2020,2023‑09‑05,80,7,42,-23,10,37,101,99,3,38,1
Soothing Voices,Portia Price,background piano,2023,2023‑09‑05,128,5,49,-26,11,15,138,100,4,37,1
Hand Woven Clouds,Polly Carter,alternative,2022,2023‑09‑05,89,1,33,-34,9,15,156,100,5,37,1
Le coeur du ciel,Mírabilis,background piano,2023,2023‑09‑05,63,11,48,-25,10,31,129,99,5,37,1
Sonnenblume,Oscar Sergel,background piano,2022,2023‑09‑05,121,14,46,-26,12,34,133,99,4,37,1
Perspectives,Gunnel Boek,alternative,2021,2023‑09‑05,107,11,48,-23,10,40,186,98,3,37,1
Gullviva,Alfred Janders,background piano,2023,2023‑09‑05,113,3,33,-29,10,25,158,99,4,36,1
Eisriesenwelt,Maik Kuefer,alternative,2023,2023‑09‑05,143,16,47,-21,10,50,129,99,5,36,1
On The Way Home,Dario Crisman,neo-classical,2022,2023‑09‑05,48,4,48,-22,10,23,146,99,4,36,1
Valse,Egor Grushin,alternative,2022,2023‑09‑05,67,2,33,-26,9,15,128,95,4,36,1
Let It Be Us,Tjeerd Oosterhuis,alternative,2023,2023‑09‑05,66,7,46,-27,12,14,154,99,5,36,1
Op Reis (Traveling),Doeke,alternative,2022,2023‑09‑05,165,3,35,-29,10,52,219,99,4,36,1
A Picture Of Her,Derick Carson,alternative,2023,2023‑09‑05,144,7,39,-23,11,65,133,99,4,35,1
Si proche,Zdenek Lemelin,background piano,2023,2023‑09‑05,67,7,53,-23,10,44,136,99,4,35,1
Page blanche,Leone Frederic,alternative,2022,2023‑09‑05,113,3,47,-24,8,26,151,98,6,35,1
Ti sto aspettando,Fioretta Rizzo,background piano,2023,2023‑09‑05,85,11,59,-20,10,56,113,100,7,35,1
Ámbar,Dwight Rivera,alternative,2023,2023‑09‑05,129,2,36,-27,11,13,163,99,4,35,1
Sommer,Philipp Hasse,alternative,2023,2023‑09‑05,119,25,47,-27,10,24,136,99,4,35,1
Gentle Hands,Anne Straub,background piano,2022,2023‑09‑05,144,4,28,-23,10,15,135,99,4,35,1
Charlie's Dream,Alexander Motovilov,alternative,2022,2023‑09‑05,86,7,50,-27,9,25,134,99,3,35,1
Love Letter,Damien Jeunet,alternative,2023,2023‑09‑05,73,6,35,-30,10,10,102,98,3,35,1
Little Bird,Richard Sauzal,alternative,2022,2023‑09‑05,111,2,44,-28,11,38,110,99,6,35,1
Water Lilies,John Vegard Schow,alternative,2022,2023‑09‑05,65,4,33,-25,10,30,121,99,5,35,1
Simply Love,Højsgaard,alternative,2022,2023‑09‑05,203,5,24,-27,15,19,146,99,4,35,1
Allegrini,Valentina Barbarella,background piano,2022,2023‑09‑05,135,5,31,-29,10,6,119,99,4,35,1
La creacion,Juergen Steltzer,background piano,2021,2023‑09‑05,110,4,37,-28,13,29,185,100,4,35,1
Liedchen,Christian Menke,alternative,2023,2023‑09‑05,114,4,35,-27,11,21,156,99,5,34,1
When Twilight Ends,Leslie Miles,alternative,2023,2023‑09‑05,142,2,39,-27,10,43,94,100,4,34,1
Mandeville,Moleno,background piano,2022,2023‑09‑05,142,4,33,-26,10,14,177,99,4,34,1
Watching Juliette,Søme,alternative,2022,2023‑09‑05,133,6,45,-26,16,4,217,98,4,34,1
Girasole,Teide,background piano,2022,2023‑09‑05,126,6,36,-23,11,37,162,97,4,34,1
Shimmer,Dylan John Sparkes,alternative,2022,2023‑09‑05,102,9,35,-27,17,15,134,98,3,34,1
Lilt,Eugene Goh,alternative,2022,2023‑09‑05,112,13,41,-22,11,13,141,98,4,34,1
Forever,Affinity88,background piano,2022,2023‑09‑05,114,3,41,-26,10,27,132,98,4,34,1
Toujours,Anne Vallayer,background piano,2021,2023‑09‑05,137,16,46,-26,10,49,134,97,10,34,1
Son De Pluie,Martin La Pelle,alternative,2023,2023‑09‑05,132,6,31,-20,11,6,156,98,4,34,1
Notre terre,Mattéo Roussel,background piano,2022,2023‑09‑05,137,29,29,-26,10,51,159,99,4,34,1
Beneath the Surface,Manu Calhu,alternative,2018,2023‑09‑05,78,6,46,-20,13,23,198,99,7,34,1
Blomstre,Catherine Peterson,alternative,2023,2023‑09‑05,100,3,47,-27,11,29,154,98,7,33,1
Jeunesse du printemps,Alicia West,alternative,2022,2023‑09‑05,93,8,41,-27,10,38,145,100,6,33,1
Klang,Gjermund,background piano,2023,2023‑09‑05,69,7,44,-25,9,9,137,99,4,33,1
"This day, a life",Thomas Perceval,alternative,2022,2023‑09‑05,96,5,54,-29,9,14,141,99,4,33,1
Pray,Taichi Chishaki,background piano,2023,2023‑09‑05,134,6,54,-27,16,64,137,100,4,33,1
On My Way Home,Akira Kosemura,compositional ambient,2022,2023‑09‑05,73,7,43,-23,11,15,151,96,4,33,1
Retreat,Justus Rümenapp,alternative,2022,2023‑09‑05,139,4,34,-23,8,17,161,99,4,33,1
Alentejo,Dwight Rivera,alternative,2022,2023‑09‑05,120,4,36,-26,11,24,137,97,5,33,1
"Du bist mîn, ich bin dîn",Garreth Broke,neo-classical,2022,2023‑09‑05,110,9,33,-23,10,12,132,99,5,33,1
Rêve Du Matin,Paul Herfort,alternative,2022,2023‑09‑05,120,23,57,-20,10,31,156,98,3,33,1
Memoirs,Affinity88,background piano,2022,2023‑09‑05,122,7,46,-24,8,50,127,99,5,33,1
in the rain,Zecil Malka,alternative,2022,2023‑09‑05,127,11,55,-24,10,30,135,98,4,33,1
Un Voyage Á Paris,Cameron Segal,alternative,2022,2023‑09‑05,99,8,39,-23,16,53,135,99,3,33,1
Comme un tableau,Jean Willneuve,alternative,2020,2023‑09‑05,111,7,47,-17,11,28,125,99,4,33,1
Lemons In London,Jesse Brown,neo-classical,2021,2023‑09‑05,101,9,44,-26,11,27,112,99,4,33,1
Inner Peace,Lianne Steeman,alternative,2022,2023‑09‑05,76,2,39,-23,11,39,157,99,6,32,1
Brighter Days,Andrew Lodge,alternative,2023,2023‑09‑05,147,9,37,-24,11,21,205,99,5,32,1
Could It Be?,Winston Church,alternative,2022,2023‑09‑05,134,9,40,-26,11,44,112,99,3,32,1
Mistral,DeLange,alternative,2022,2023‑09‑05,140,10,36,-26,10,19,304,99,4,32,1
Kleiner Schmetterling,David Fenger,alternative,2022,2023‑09‑05,145,11,28,-32,11,22,216,99,4,32,1
Bundle of Joy,Brother James,alternative,2020,2023‑09‑05,137,9,39,-27,11,51,70,99,5,32,1
Solarised,Biba Dupont,spanish electronic,2022,2023‑09‑05,91,3,46,-27,11,7,156,99,4,31,1
Blumenwiese,Paul Herfort,alternative,2022,2023‑09‑05,102,6,48,-26,11,23,160,99,3,31,1
Play,Noël,background piano,2022,2023‑09‑05,82,19,41,-24,10,66,153,95,6,31,1
One Ordinary Day,Tim Firth,alternative,2022,2023‑09‑05,78,3,51,-26,9,27,135,99,6,31,1
Childhood Friends,Noël,background piano,2023,2023‑09‑05,88,20,44,-20,11,45,127,99,3,31,1
Stay Close,Larry McDavid,background piano,2023,2023‑09‑05,202,6,30,-27,11,77,120,100,7,31,1
Blue Dream (Softly),Fiona Joy Hawkins,new age,2022,2023‑09‑05,70,3,37,-21,9,15,189,99,4,31,1
Contemplate,Noël,background piano,2022,2023‑09‑05,90,7,50,-22,13,45,132,99,3,31,1
Floating Alone,Sylvio,alternative,2022,2023‑09‑05,128,11,46,-26,8,69,145,99,3,31,1
Las Torres,Rafael Zoko,background piano,2022,2023‑09‑05,109,7,35,-22,11,6,180,99,4,31,1
Speicherstadt,Stephan Neudorf,alternative,2020,2023‑09‑05,174,8,32,-26,10,45,143,100,5,31,1
Marlina,Amos Coelllo,alternative,2022,2023‑09‑05,117,2,33,-29,10,7,181,100,5,30,1
Chambers,Ali Toygar,alternative,2023,2023‑09‑05,119,3,43,-28,16,8,145,99,4,25,1
Whimsical,Matt Stewart-Evans,focus,2023,2023‑09‑05,131,5,51,-27,11,25,132,99,5,24,1
Sonder,Eugene Goh,alternative,2022,2023‑09‑05,129,10,45,-24,11,8,175,99,4,0,0
I'm Good (Blue),David Guetta,big room,2022,2023‑08‑24,128,97,56,-4,37,30,175,0,3,93,2
I Ain't Worried,OneRepublic,piano rock,2022,2023‑08‑24,140,80,70,-6,5,83,148,8,5,92,2
Rush,Troye Sivan,australian pop,2023,2023‑08‑24,126,84,74,-8,11,35,156,0,6,90,2
Made You Look,Meghan Trainor,hip pop,2022,2023‑08‑24,145,53,84,-4,8,88,134,35,7,86,2
If We Ever Broke Up,Mae Stephens,singer-songwriter pop,2023,2023‑08‑24,116,73,90,-4,9,96,143,62,4,85,2
Players,Coi Leray,new jersey underground rap,2022,2023‑08‑24,105,52,95,-6,5,62,140,3,16,84,2
Rock My Body,R3HAB,dutch house,2023,2023‑08‑24,124,82,66,-4,52,47,137,20,13,84,2
Numb,Marshmello,brostep,2022,2023‑08‑24,120,77,91,-5,10,63,156,12,5,82,2
Sunshine,OneRepublic,piano rock,2021,2023‑08‑24,140,88,70,-5,28,77,164,14,3,82,2
Budapest,George Ezra,folk-pop,2014,2023‑08‑24,128,46,72,-8,11,39,201,8,3,82,2
Whistle (feat. Calum Scott),Jax Jones,dance pop,2023,2023‑08‑24,124,88,70,-5,6,62,182,18,4,82,2
Padam Padam,Kylie Minogue,australian dance,2023,2023‑08‑24,128,62,75,-8,10,72,166,20,24,82,2
Music For a Sushi Restaurant,Harry Styles,pop,2022,2023‑08‑24,107,72,72,-5,11,36,194,26,4,81,2
Castle on the Hill,Ed Sheeran,pop,2017,2023‑08‑24,135,83,46,-5,14,47,261,2,10,81,2
Green Green Grass,George Ezra,folk-pop,2022,2023‑08‑24,113,74,69,-4,13,80,168,7,6,81,2
Crazy What Love Can Do,David Guetta,big room,2022,2023‑08‑24,123,71,60,-4,16,46,170,3,4,81,2
Love Lost,Mac Miller,hip hop,2022,2023‑08‑24,110,81,74,-4,19,58,163,53,15,80,2
Heaven,Niall Horan,pop,2023,2023‑08‑24,92,76,57,-3,33,72,186,5,3,80,2
About Damn Time,Lizzo,escape room,2022,2023‑08‑24,109,74,84,-6,34,72,192,10,7,80,2
Where Did You Go? (feat. MNEK),Jax Jones,dance pop,2022,2023‑08‑24,127,78,76,-5,29,50,178,18,3,80,2
Queen of Kings,Alessandra,alternative,2023,2023‑08‑24,126,91,56,-4,33,17,148,7,9,79,2
Hold Me Closer,Elton John,glam rock,2022,2023‑08‑24,126,75,67,-5,20,49,202,7,9,79,2
Better Days (NEIKED x Mae Muller x Polo G),NEIKED,scandipop,2021,2023‑08‑24,110,67,72,-5,9,70,161,0,3,78,2
Remember,Becky Hill,pop dance,2021,2023‑08‑24,124,86,61,-3,9,35,161,4,4,78,2
Dancing In The Moonlight (feat. NEIMY),Jubël,swedish pop,2018,2023‑08‑24,120,62,66,-6,19,19,164,27,6,78,2
Waffle House,Jonas Brothers,boy band,2023,2023‑08‑24,126,76,73,-4,19,86,145,3,4,78,2
2 Be Loved (Am I Ready),Lizzo,escape room,2022,2023‑08‑24,156,77,72,-4,8,92,187,9,11,77,2
I'm Not Here To Make Friends,Sam Smith,pop,2023,2023‑08‑24,115,90,70,-4,41,84,230,17,6,77,2
AOK,Tai Verdes,modern indie pop,2021,2023‑08‑24,82,63,73,-7,18,86,174,13,8,76,2
3 Nights,Dominic Fike,alternative pop rock,2018,2023‑08‑24,152,52,82,-7,10,88,178,22,9,76,2
Fancy Like,Walker Hayes,contemporary country,2022,2023‑08‑24,80,77,65,-6,32,86,162,11,6,76,2
My Stupid Heart,Walk off the Earth,canadian rock,2023,2023‑08‑24,115,68,75,-8,16,61,160,7,4,75,2
Hot In It,Tiësto,big room,2022,2023‑08‑24,123,84,75,-5,4,72,130,0,18,75,2
Magic In The Hamptons (feat. Lil Yachty),Social House,atl hip hop,2018,2023‑08‑24,96,48,77,-5,9,80,165,66,4,75,2
Alone (with Nicki Minaj),Kim Petras,alt z,2023,2023‑08‑24,137,51,68,-7,13,17,185,7,4,75,2
Run,OneRepublic,piano rock,2021,2023‑08‑24,117,72,68,-8,15,67,169,33,4,74,2
Never Gonna Not Dance Again,P!nk,dance pop,2022,2023‑08‑24,114,80,67,-4,16,77,226,3,9,74,2
Sweetest Pie,Megan Thee Stallion,houston rap,2022,2023‑08‑24,124,63,81,-7,10,68,201,17,22,74,2
Lottery (feat. LU KALA),Latto,trap queen,2023,2023‑08‑24,114,87,79,-3,7,93,187,2,9,74,2
Anyone For You (Tiger Lily),George Ezra,folk-pop,2022,2023‑08‑24,103,81,66,-3,19,77,188,29,4,74,2
Woke Up in Love,Kygo,edm,2022,2023‑08‑24,106,59,64,-6,9,19,217,23,4,73,2
Cover Me In Sunshine,P!nk,dance pop,2021,2023‑08‑24,160,59,48,-7,8,31,141,6,14,73,2
Dancing Feet (feat. DNCE),Kygo,edm,2022,2023‑08‑24,106,80,75,-5,39,52,215,29,12,73,2
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,pop dance,2021,2023‑08‑24,120,89,72,-3,7,44,117,4,5,73,2
4runner,Brenn!,singer-songwriter pop,2023,2023‑08‑24,128,51,59,-11,42,48,265,32,10,72,2
Betty (Get Money),Yung Gravy,meme rap,2022,2023‑08‑24,102,77,72,-7,37,58,146,1,8,72,2
Wonder,Shawn Mendes,canadian pop,2020,2023‑08‑24,140,64,33,-5,15,13,173,13,6,72,2
Eyes On You,Nicky Youre,singer-songwriter pop,2023,2023‑08‑24,132,79,73,-4,27,73,177,12,4,72,2
Mariposa,Peach Tree Rascals,pov: indie,2019,2023‑08‑24,112,53,68,-6,36,42,210,62,3,72,2
2step,Ed Sheeran,pop,2021,2023‑08‑24,95,66,76,-6,12,63,154,17,6,72,2
people pleaser,Cat Burns,uk pop,2022,2023‑08‑24,94,76,69,-3,8,70,147,16,5,71,2
Love You For A Long Time,Maggie Rogers,indie pop,2019,2023‑08‑24,113,67,71,-6,11,82,223,16,3,71,2
Lil Bit,Nelly,dance pop,2020,2023‑08‑24,120,69,71,-7,38,41,196,3,4,70,2
Rescue Me,OneRepublic,piano rock,2019,2023‑08‑24,121,61,76,-8,69,64,159,16,4,70,2
Special (feat. SZA),Lizzo,escape room,2023,2023‑08‑24,83,72,46,-5,68,30,175,2,7,70,2
Missing Piece,Vance Joy,folk-pop,2021,2023‑08‑24,102,88,63,-4,11,72,217,2,5,69,2
Down Under (feat. Colin Hay),Luude,aussietronica,2021,2023‑08‑24,172,86,31,-4,28,4,159,1,17,69,2
Fly Away,Tones And I,australian pop,2020,2023‑08‑24,125,51,81,-6,22,50,178,22,7,68,2
Satellite,Khalid,pop,2022,2023‑08‑24,124,73,74,-7,9,73,187,3,3,67,2
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,pop,2018,2023‑08‑24,126,74,67,-5,47,57,218,24,4,67,2
Drown (feat. Clinton Kane),Martin Garrix,dutch edm,2020,2023‑08‑24,120,74,57,-5,18,36,174,21,6,67,2
Shut Me Up,Nicky Youre,singer-songwriter pop,2023,2023‑08‑24,186,72,62,-4,3,58,141,0,5,67,2
C'est La Vie (with bbno$ & Rich Brian),Yung Gravy,meme rap,2022,2023‑08‑24,142,78,89,-4,7,77,160,6,9,66,2
Way Less Sad,AJR,pov: indie,2021,2023‑08‑24,140,55,70,-8,10,40,206,1,5,66,2
The Drum,Alan Walker,electro house,2022,2023‑08‑24,128,76,78,-5,9,33,189,16,5,66,2
I Feel Good,Pink Sweat$,bedroom soul,2021,2023‑08‑24,106,75,80,-5,5,63,136,2,6,66,2
Remind Me,Tom Grennan,uk pop,2022,2023‑08‑24,132,83,60,-4,20,62,211,6,4,66,2
Somebody To You,The Vamps,boy band,2014,2023‑08‑24,87,85,56,-5,33,76,183,9,5,66,2
last day on earth,Tai Verdes,modern indie pop,2022,2023‑08‑24,82,55,49,-6,22,36,173,41,20,64,2
Dandelion,Galantis,edm,2021,2023‑08‑24,118,66,80,-5,14,63,140,16,16,63,2
Destination,Crash Adams,alternative,2022,2023‑08‑24,124,83,73,-4,7,92,164,2,3,63,2
90s Kids,Jax,gen z singer-songwriter,2021,2023‑08‑24,152,66,71,-6,35,73,164,8,12,62,2
sun keeps on shining,almost monday,modern indie pop,2022,2023‑08‑24,88,77,63,-6,47,78,167,14,6,62,2
I'm So Happy (with BENEE),Jeremy Zucker,alt z,2022,2023‑08‑24,133,43,85,-7,20,68,173,64,12,61,2
Wave of You,Surfaces,bedroom soul,2021,2023‑08‑24,91,66,70,-6,27,35,214,6,5,61,2
Cloudy Day,Tones And I,australian pop,2021,2023‑08‑24,116,78,71,-6,2,37,185,6,4,61,2
The Good Part,AJR,pov: indie,2017,2023‑08‑24,93,48,49,-4,38,55,227,9,3,60,2
Fake A Smile,Alan Walker,electro house,2021,2023‑08‑24,150,55,45,-5,17,25,168,21,3,60,2
Holiday,KSI,uk hip hop,2021,2023‑08‑24,87,68,36,-7,10,35,194,15,9,60,2
SAD B!TCH,Anne-Marie,pop,2023,2023‑08‑24,194,69,54,-3,13,62,133,30,16,60,2
You (with Marshmello & Vance Joy),benny blanco,pop,2021,2023‑08‑24,103,56,67,-6,12,31,170,5,5,59,2
FREEDOM,Jon Batiste,new orleans jazz,2021,2023‑08‑24,115,65,87,-4,21,83,178,3,4,59,2
Sheesh!,Surfaces,bedroom soul,2021,2023‑08‑24,150,83,74,-4,9,80,149,16,6,58,2
pogo,bbno$,canadian hip hop,2022,2023‑08‑24,125,97,73,-3,33,69,207,4,8,55,2
